Column ID,Column Name,Column Alias,Field Type,Connection Name,Connection Alias,datatype,role,Calculation Formula,Original Calculation,Calc Clean Status,Field Used in Worksheets,Worksheet Name,File Name,Tool,File Type,Parameter Count,Relationship Count,Extraction Errors
1,EmplID,,regular,"Data Source=sql-semprahr-prod.database.windows.net;Initial Catalog=sqldb-hrdatamart;Encrypt=True;TrustServerCertificate=True;Authentication=""Active Directory Interactive""",DataSource1,,,,,,No,,Activity - 10 and 49.rdl,SSRS,rdl,2,0,
2,Name,,regular,"Data Source=sql-semprahr-prod.database.windows.net;Initial Catalog=sqldb-hrdatamart;Encrypt=True;TrustServerCertificate=True;Authentication=""Active Directory Interactive""",DataSource1,,,,,,No,,Activity - 10 and 49.rdl,SSRS,rdl,2,0,
3,EmplClass,,regular,"Data Source=sql-semprahr-prod.database.windows.net;Initial Catalog=sqldb-hrdatamart;Encrypt=True;TrustServerCertificate=True;Authentication=""Active Directory Interactive""",DataSource1,,,,,,No,,Activity - 10 and 49.rdl,SSRS,rdl,2,0,
4,EmplStatus,,regular,"Data Source=sql-semprahr-prod.database.windows.net;Initial Catalog=sqldb-hrdatamart;Encrypt=True;TrustServerCertificate=True;Authentication=""Active Directory Interactive""",DataSource1,,,,,,No,,Activity - 10 and 49.rdl,SSRS,rdl,2,0,
5,FullPartTime,,regular,"Data Source=sql-semprahr-prod.database.windows.net;Initial Catalog=sqldb-hrdatamart;Encrypt=True;TrustServerCertificate=True;Authentication=""Active Directory Interactive""",DataSource1,,,,,,No,,Activity - 10 and 49.rdl,SSRS,rdl,2,0,
6,UnionCode,,regular,"Data Source=sql-semprahr-prod.database.windows.net;Initial Catalog=sqldb-hrdatamart;Encrypt=True;TrustServerCertificate=True;Authentication=""Active Directory Interactive""",DataSource1,,,,,,No,,Activity - 10 and 49.rdl,SSRS,rdl,2,0,
7,HireRehireDt,,regular,"Data Source=sql-semprahr-prod.database.windows.net;Initial Catalog=sqldb-hrdatamart;Encrypt=True;TrustServerCertificate=True;Authentication=""Active Directory Interactive""",DataSource1,,,,,,No,,Activity - 10 and 49.rdl,SSRS,rdl,2,0,
8,SeniorityDate,,regular,"Data Source=sql-semprahr-prod.database.windows.net;Initial Catalog=sqldb-hrdatamart;Encrypt=True;TrustServerCertificate=True;Authentication=""Active Directory Interactive""",DataSource1,,,,,,No,,Activity - 10 and 49.rdl,SSRS,rdl,2,0,
9,TimeOfService,,regular,"Data Source=sql-semprahr-prod.database.windows.net;Initial Catalog=sqldb-hrdatamart;Encrypt=True;TrustServerCertificate=True;Authentication=""Active Directory Interactive""",DataSource1,,,,,,No,,Activity - 10 and 49.rdl,SSRS,rdl,2,0,
10,LessThanOneYear,,calculated,"Data Source=sql-semprahr-prod.database.windows.net;Initial Catalog=sqldb-hrdatamart;Encrypt=True;TrustServerCertificate=True;Authentication=""Active Directory Interactive""",DataSource1,,,"= IIF( Fields!TimeOfService.Value <1 , ""True"",""False"")","= IIF( Fields!TimeOfService.Value <1 , ""True"",""False"")",Success,No,,Activity - 10 and 49.rdl,SSRS,rdl,2,0,
11,Supervisor,,regular,"Data Source=sql-semprahr-prod.database.windows.net;Initial Catalog=sqldb-hrdatamart;Encrypt=True;TrustServerCertificate=True;Authentication=""Active Directory Interactive""",DataSource1,,,,,,No,,Activity - 10 and 49.rdl,SSRS,rdl,2,0,
12,Location,,regular,"Data Source=sql-semprahr-prod.database.windows.net;Initial Catalog=sqldb-hrdatamart;Encrypt=True;TrustServerCertificate=True;Authentication=""Active Directory Interactive""",DataSource1,,,,,,No,,Activity - 10 and 49.rdl,SSRS,rdl,2,0,
13,LocationName,,regular,"Data Source=sql-semprahr-prod.database.windows.net;Initial Catalog=sqldb-hrdatamart;Encrypt=True;TrustServerCertificate=True;Authentication=""Active Directory Interactive""",DataSource1,,,,,,No,,Activity - 10 and 49.rdl,SSRS,rdl,2,0,
14,TermDate,,regular,"Data Source=sql-semprahr-prod.database.windows.net;Initial Catalog=sqldb-hrdatamart;Encrypt=True;TrustServerCertificate=True;Authentication=""Active Directory Interactive""",DataSource1,,,,,,No,,Activity - 10 and 49.rdl,SSRS,rdl,2,0,
15,Disabled,,regular,"Data Source=sql-semprahr-prod.database.windows.net;Initial Catalog=sqldb-hrdatamart;Encrypt=True;TrustServerCertificate=True;Authentication=""Active Directory Interactive""",DataSource1,,,,,,No,,Activity - 10 and 49.rdl,SSRS,rdl,2,0,
16,Gender,,regular,"Data Source=sql-semprahr-prod.database.windows.net;Initial Catalog=sqldb-hrdatamart;Encrypt=True;TrustServerCertificate=True;Authentication=""Active Directory Interactive""",DataSource1,,,,,,No,,Activity - 10 and 49.rdl,SSRS,rdl,2,0,
17,Ethnicity,,regular,"Data Source=sql-semprahr-prod.database.windows.net;Initial Catalog=sqldb-hrdatamart;Encrypt=True;TrustServerCertificate=True;Authentication=""Active Directory Interactive""",DataSource1,,,,,,No,,Activity - 10 and 49.rdl,SSRS,rdl,2,0,
18,Minority,,regular,"Data Source=sql-semprahr-prod.database.windows.net;Initial Catalog=sqldb-hrdatamart;Encrypt=True;TrustServerCertificate=True;Authentication=""Active Directory Interactive""",DataSource1,,,,,,No,,Activity - 10 and 49.rdl,SSRS,rdl,2,0,
19,Diversity,,calculated,"Data Source=sql-semprahr-prod.database.windows.net;Initial Catalog=sqldb-hrdatamart;Encrypt=True;TrustServerCertificate=True;Authentication=""Active Directory Interactive""",DataSource1,,,"= IIf (Fields!Disabled.Value = ""Y"" OR Fields!Gender.Value= ""F""  OR Fields!Minority.Value = ""Y"",1 ,0)","= IIf (Fields!Disabled.Value = ""Y"" OR Fields!Gender.Value= ""F""  OR Fields!Minority.Value = ""Y"",1 ,0)",Success,No,,Activity - 10 and 49.rdl,SSRS,rdl,2,0,
20,Action,,regular,"Data Source=sql-semprahr-prod.database.windows.net;Initial Catalog=sqldb-hrdatamart;Encrypt=True;TrustServerCertificate=True;Authentication=""Active Directory Interactive""",DataSource1,,,,,,No,,Activity - 10 and 49.rdl,SSRS,rdl,2,0,
21,ActionDesc,,regular,"Data Source=sql-semprahr-prod.database.windows.net;Initial Catalog=sqldb-hrdatamart;Encrypt=True;TrustServerCertificate=True;Authentication=""Active Directory Interactive""",DataSource1,,,,,,No,,Activity - 10 and 49.rdl,SSRS,rdl,2,0,
22,ActionReason,,regular,"Data Source=sql-semprahr-prod.database.windows.net;Initial Catalog=sqldb-hrdatamart;Encrypt=True;TrustServerCertificate=True;Authentication=""Active Directory Interactive""",DataSource1,,,,,,No,,Activity - 10 and 49.rdl,SSRS,rdl,2,0,
23,Type,,regular,"Data Source=sql-semprahr-prod.database.windows.net;Initial Catalog=sqldb-hrdatamart;Encrypt=True;TrustServerCertificate=True;Authentication=""Active Directory Interactive""",DataSource1,,,,,,No,,Activity - 10 and 49.rdl,SSRS,rdl,2,0,
24,IntExtHire,,calculated,"Data Source=sql-semprahr-prod.database.windows.net;Initial Catalog=sqldb-hrdatamart;Encrypt=True;TrustServerCertificate=True;Authentication=""Active Directory Interactive""",DataSource1,,,"=Switch 
(
Fields!Type.Value = ""New Hire"",""External"",
Fields!Type.Value = ""Rehire"",""External"",
Fields!Type.Value = ""Transfer In"",""Internal""
)","=Switch 
(
Fields!Type.Value = ""New Hire"",""External"",
Fields!Type.Value = ""Rehire"",""External"",
Fields!Type.Value = ""Transfer In"",""Internal""
)",Success,No,,Activity - 10 and 49.rdl,SSRS,rdl,2,0,
25,EffDt,,regular,"Data Source=sql-semprahr-prod.database.windows.net;Initial Catalog=sqldb-hrdatamart;Encrypt=True;TrustServerCertificate=True;Authentication=""Active Directory Interactive""",DataSource1,,,,,,No,,Activity - 10 and 49.rdl,SSRS,rdl,2,0,
26,Quarter,,regular,"Data Source=sql-semprahr-prod.database.windows.net;Initial Catalog=sqldb-hrdatamart;Encrypt=True;TrustServerCertificate=True;Authentication=""Active Directory Interactive""",DataSource1,,,,,,No,,Activity - 10 and 49.rdl,SSRS,rdl,2,0,
27,JobTitleOld,,regular,"Data Source=sql-semprahr-prod.database.windows.net;Initial Catalog=sqldb-hrdatamart;Encrypt=True;TrustServerCertificate=True;Authentication=""Active Directory Interactive""",DataSource1,,,,,,No,,Activity - 10 and 49.rdl,SSRS,rdl,2,0,
28,OccTypeDescOld,,regular,"Data Source=sql-semprahr-prod.database.windows.net;Initial Catalog=sqldb-hrdatamart;Encrypt=True;TrustServerCertificate=True;Authentication=""Active Directory Interactive""",DataSource1,,,,,,No,,Activity - 10 and 49.rdl,SSRS,rdl,2,0,
29,CompanyCodeOld,,regular,"Data Source=sql-semprahr-prod.database.windows.net;Initial Catalog=sqldb-hrdatamart;Encrypt=True;TrustServerCertificate=True;Authentication=""Active Directory Interactive""",DataSource1,,,,,,No,,Activity - 10 and 49.rdl,SSRS,rdl,2,0,
30,CompanyNameOld,,regular,"Data Source=sql-semprahr-prod.database.windows.net;Initial Catalog=sqldb-hrdatamart;Encrypt=True;TrustServerCertificate=True;Authentication=""Active Directory Interactive""",DataSource1,,,,,,No,,Activity - 10 and 49.rdl,SSRS,rdl,2,0,
31,DivCodeOld,,regular,"Data Source=sql-semprahr-prod.database.windows.net;Initial Catalog=sqldb-hrdatamart;Encrypt=True;TrustServerCertificate=True;Authentication=""Active Directory Interactive""",DataSource1,,,,,,No,,Activity - 10 and 49.rdl,SSRS,rdl,2,0,
32,DivDescOld,,regular,"Data Source=sql-semprahr-prod.database.windows.net;Initial Catalog=sqldb-hrdatamart;Encrypt=True;TrustServerCertificate=True;Authentication=""Active Directory Interactive""",DataSource1,,,,,,No,,Activity - 10 and 49.rdl,SSRS,rdl,2,0,
33,DeptCodeOld,,regular,"Data Source=sql-semprahr-prod.database.windows.net;Initial Catalog=sqldb-hrdatamart;Encrypt=True;TrustServerCertificate=True;Authentication=""Active Directory Interactive""",DataSource1,,,,,,No,,Activity - 10 and 49.rdl,SSRS,rdl,2,0,
34,DeptDescOld,,regular,"Data Source=sql-semprahr-prod.database.windows.net;Initial Catalog=sqldb-hrdatamart;Encrypt=True;TrustServerCertificate=True;Authentication=""Active Directory Interactive""",DataSource1,,,,,,No,,Activity - 10 and 49.rdl,SSRS,rdl,2,0,
35,SectionCodeOld,,regular,"Data Source=sql-semprahr-prod.database.windows.net;Initial Catalog=sqldb-hrdatamart;Encrypt=True;TrustServerCertificate=True;Authentication=""Active Directory Interactive""",DataSource1,,,,,,No,,Activity - 10 and 49.rdl,SSRS,rdl,2,0,
36,SectionDescOld,,regular,"Data Source=sql-semprahr-prod.database.windows.net;Initial Catalog=sqldb-hrdatamart;Encrypt=True;TrustServerCertificate=True;Authentication=""Active Directory Interactive""",DataSource1,,,,,,No,,Activity - 10 and 49.rdl,SSRS,rdl,2,0,
37,CostCenterOld,,regular,"Data Source=sql-semprahr-prod.database.windows.net;Initial Catalog=sqldb-hrdatamart;Encrypt=True;TrustServerCertificate=True;Authentication=""Active Directory Interactive""",DataSource1,,,,,,No,,Activity - 10 and 49.rdl,SSRS,rdl,2,0,
38,JobTitle,,regular,"Data Source=sql-semprahr-prod.database.windows.net;Initial Catalog=sqldb-hrdatamart;Encrypt=True;TrustServerCertificate=True;Authentication=""Active Directory Interactive""",DataSource1,,,,,,No,,Activity - 10 and 49.rdl,SSRS,rdl,2,0,
39,OccTypeDesc,,regular,"Data Source=sql-semprahr-prod.database.windows.net;Initial Catalog=sqldb-hrdatamart;Encrypt=True;TrustServerCertificate=True;Authentication=""Active Directory Interactive""",DataSource1,,,,,,No,,Activity - 10 and 49.rdl,SSRS,rdl,2,0,
40,CompanyCode,,regular,"Data Source=sql-semprahr-prod.database.windows.net;Initial Catalog=sqldb-hrdatamart;Encrypt=True;TrustServerCertificate=True;Authentication=""Active Directory Interactive""",DataSource1,,,,,,No,,Activity - 10 and 49.rdl,SSRS,rdl,2,0,
41,CompanyName,,regular,"Data Source=sql-semprahr-prod.database.windows.net;Initial Catalog=sqldb-hrdatamart;Encrypt=True;TrustServerCertificate=True;Authentication=""Active Directory Interactive""",DataSource1,,,,,,No,,Activity - 10 and 49.rdl,SSRS,rdl,2,0,
42,DivCode,,regular,"Data Source=sql-semprahr-prod.database.windows.net;Initial Catalog=sqldb-hrdatamart;Encrypt=True;TrustServerCertificate=True;Authentication=""Active Directory Interactive""",DataSource1,,,,,,No,,Activity - 10 and 49.rdl,SSRS,rdl,2,0,
43,DivDesc,,regular,"Data Source=sql-semprahr-prod.database.windows.net;Initial Catalog=sqldb-hrdatamart;Encrypt=True;TrustServerCertificate=True;Authentication=""Active Directory Interactive""",DataSource1,,,,,,No,,Activity - 10 and 49.rdl,SSRS,rdl,2,0,
44,DeptCode,,regular,"Data Source=sql-semprahr-prod.database.windows.net;Initial Catalog=sqldb-hrdatamart;Encrypt=True;TrustServerCertificate=True;Authentication=""Active Directory Interactive""",DataSource1,,,,,,No,,Activity - 10 and 49.rdl,SSRS,rdl,2,0,
45,DeptDesc,,regular,"Data Source=sql-semprahr-prod.database.windows.net;Initial Catalog=sqldb-hrdatamart;Encrypt=True;TrustServerCertificate=True;Authentication=""Active Directory Interactive""",DataSource1,,,,,,No,,Activity - 10 and 49.rdl,SSRS,rdl,2,0,
46,SectionCode,,regular,"Data Source=sql-semprahr-prod.database.windows.net;Initial Catalog=sqldb-hrdatamart;Encrypt=True;TrustServerCertificate=True;Authentication=""Active Directory Interactive""",DataSource1,,,,,,No,,Activity - 10 and 49.rdl,SSRS,rdl,2,0,
47,SectionDesc,,regular,"Data Source=sql-semprahr-prod.database.windows.net;Initial Catalog=sqldb-hrdatamart;Encrypt=True;TrustServerCertificate=True;Authentication=""Active Directory Interactive""",DataSource1,,,,,,No,,Activity - 10 and 49.rdl,SSRS,rdl,2,0,
48,CostCenter,,regular,"Data Source=sql-semprahr-prod.database.windows.net;Initial Catalog=sqldb-hrdatamart;Encrypt=True;TrustServerCertificate=True;Authentication=""Active Directory Interactive""",DataSource1,,,,,,No,,Activity - 10 and 49.rdl,SSRS,rdl,2,0,
49,PosType,,regular,"Data Source=sql-semprahr-prod.database.windows.net;Initial Catalog=sqldb-hrdatamart;Encrypt=True;TrustServerCertificate=True;Authentication=""Active Directory Interactive""",DataSource1,,,,,,No,,Activity - 10 and 49.rdl,SSRS,rdl,2,0,
50,Age,,regular,"Data Source=sql-semprahr-prod.database.windows.net;Initial Catalog=sqldb-hrdatamart;Encrypt=True;TrustServerCertificate=True;Authentication=""Active Directory Interactive""",DataSource1,,,,,,No,,Activity - 10 and 49.rdl,SSRS,rdl,2,0,
51,MilitaryDesc,,regular,"Data Source=sql-semprahr-prod.database.windows.net;Initial Catalog=sqldb-hrdatamart;Encrypt=True;TrustServerCertificate=True;Authentication=""Active Directory Interactive""",DataSource1,,,,,,No,,Activity - 10 and 49.rdl,SSRS,rdl,2,0,
52,ProtectedVet,,regular,"Data Source=sql-semprahr-prod.database.windows.net;Initial Catalog=sqldb-hrdatamart;Encrypt=True;TrustServerCertificate=True;Authentication=""Active Directory Interactive""",DataSource1,,,,,,No,,Activity - 10 and 49.rdl,SSRS,rdl,2,0,
53,disabled_vet,,regular,"Data Source=sql-semprahr-prod.database.windows.net;Initial Catalog=sqldb-hrdatamart;Encrypt=True;TrustServerCertificate=True;Authentication=""Active Directory Interactive""",DataSource1,,,,,,No,,Activity - 10 and 49.rdl,SSRS,rdl,2,0,
54,DateOfBirth,,regular,"Data Source=sql-semprahr-prod.database.windows.net;Initial Catalog=sqldb-hrdatamart;Encrypt=True;TrustServerCertificate=True;Authentication=""Active Directory Interactive""",DataSource1,,,,,,No,,Activity - 10 and 49.rdl,SSRS,rdl,2,0,
55,PosTypeOld,,regular,"Data Source=sql-semprahr-prod.database.windows.net;Initial Catalog=sqldb-hrdatamart;Encrypt=True;TrustServerCertificate=True;Authentication=""Active Directory Interactive""",DataSource1,,,,,,No,,Activity - 10 and 49.rdl,SSRS,rdl,2,0,
56,EmployeeCount,,calculated,"Data Source=sql-semprahr-prod.database.windows.net;Initial Catalog=sqldb-hrdatamart;Encrypt=True;TrustServerCertificate=True;Authentication=""Active Directory Interactive""",DataSource1,,,= Fields!EmplID.Value,= Fields!EmplID.Value,Success,No,,Activity - 10 and 49.rdl,SSRS,rdl,2,0,
57,ROLLCO,,regular,"Data Source=sql-semprahr-prod.database.windows.net;Initial Catalog=sqldb-hrdatamart;Encrypt=True;TrustServerCertificate=True;Authentication=""Active Directory Interactive""",AzureSempra,,,,,,No,,Client Assignment Summary (SD0205).rdl,SSRS,rdl,0,0,
58,NAME,,regular,"Data Source=sql-semprahr-prod.database.windows.net;Initial Catalog=sqldb-hrdatamart;Encrypt=True;TrustServerCertificate=True;Authentication=""Active Directory Interactive""",AzureSempra,,,,,,No,,Client Assignment Summary (SD0205).rdl,SSRS,rdl,0,0,
59,EMPLID,,regular,"Data Source=sql-semprahr-prod.database.windows.net;Initial Catalog=sqldb-hrdatamart;Encrypt=True;TrustServerCertificate=True;Authentication=""Active Directory Interactive""",AzureSempra,,,,,,No,,Client Assignment Summary (SD0205).rdl,SSRS,rdl,0,0,
60,STATUS,,regular,"Data Source=sql-semprahr-prod.database.windows.net;Initial Catalog=sqldb-hrdatamart;Encrypt=True;TrustServerCertificate=True;Authentication=""Active Directory Interactive""",AzureSempra,,,,,,No,,Client Assignment Summary (SD0205).rdl,SSRS,rdl,0,0,
61,LOC,,regular,"Data Source=sql-semprahr-prod.database.windows.net;Initial Catalog=sqldb-hrdatamart;Encrypt=True;TrustServerCertificate=True;Authentication=""Active Directory Interactive""",AzureSempra,,,,,,No,,Client Assignment Summary (SD0205).rdl,SSRS,rdl,0,0,
62,CO,,regular,"Data Source=sql-semprahr-prod.database.windows.net;Initial Catalog=sqldb-hrdatamart;Encrypt=True;TrustServerCertificate=True;Authentication=""Active Directory Interactive""",AzureSempra,,,,,,No,,Client Assignment Summary (SD0205).rdl,SSRS,rdl,0,0,
63,DIVISION,,regular,"Data Source=sql-semprahr-prod.database.windows.net;Initial Catalog=sqldb-hrdatamart;Encrypt=True;TrustServerCertificate=True;Authentication=""Active Directory Interactive""",AzureSempra,,,,,,No,,Client Assignment Summary (SD0205).rdl,SSRS,rdl,0,0,
64,VP,,regular,"Data Source=sql-semprahr-prod.database.windows.net;Initial Catalog=sqldb-hrdatamart;Encrypt=True;TrustServerCertificate=True;Authentication=""Active Directory Interactive""",AzureSempra,,,,,,No,,Client Assignment Summary (SD0205).rdl,SSRS,rdl,0,0,
65,DEPARTMENT,,regular,"Data Source=sql-semprahr-prod.database.windows.net;Initial Catalog=sqldb-hrdatamart;Encrypt=True;TrustServerCertificate=True;Authentication=""Active Directory Interactive""",AzureSempra,,,,,,No,,Client Assignment Summary (SD0205).rdl,SSRS,rdl,0,0,
66,DIRECTOR,,regular,"Data Source=sql-semprahr-prod.database.windows.net;Initial Catalog=sqldb-hrdatamart;Encrypt=True;TrustServerCertificate=True;Authentication=""Active Directory Interactive""",AzureSempra,,,,,,No,,Client Assignment Summary (SD0205).rdl,SSRS,rdl,0,0,
67,SECTION,,regular,"Data Source=sql-semprahr-prod.database.windows.net;Initial Catalog=sqldb-hrdatamart;Encrypt=True;TrustServerCertificate=True;Authentication=""Active Directory Interactive""",AzureSempra,,,,,,No,,Client Assignment Summary (SD0205).rdl,SSRS,rdl,0,0,
68,MANAGER,,regular,"Data Source=sql-semprahr-prod.database.windows.net;Initial Catalog=sqldb-hrdatamart;Encrypt=True;TrustServerCertificate=True;Authentication=""Active Directory Interactive""",AzureSempra,,,,,,No,,Client Assignment Summary (SD0205).rdl,SSRS,rdl,0,0,
69,DivisionID,,regular,"Data Source=sql-semprahr-prod.database.windows.net;Initial Catalog=sqldb-hrdatamart;Encrypt=True;TrustServerCertificate=True;Authentication=""Active Directory Interactive""",AzureSempra,,,,,,No,,Client Assignment Summary (SD0205).rdl,SSRS,rdl,0,0,
70,DepartmentID,,regular,"Data Source=sql-semprahr-prod.database.windows.net;Initial Catalog=sqldb-hrdatamart;Encrypt=True;TrustServerCertificate=True;Authentication=""Active Directory Interactive""",AzureSempra,,,,,,No,,Client Assignment Summary (SD0205).rdl,SSRS,rdl,0,0,
71,SectionID,,regular,"Data Source=sql-semprahr-prod.database.windows.net;Initial Catalog=sqldb-hrdatamart;Encrypt=True;TrustServerCertificate=True;Authentication=""Active Directory Interactive""",AzureSempra,,,,,,No,,Client Assignment Summary (SD0205).rdl,SSRS,rdl,0,0,
72,OCC,,regular,"Data Source=sql-semprahr-prod.database.windows.net;Initial Catalog=sqldb-hrdatamart;Encrypt=True;TrustServerCertificate=True;Authentication=""Active Directory Interactive""",AzureSempra,,,,,,No,,Client Assignment Summary (SD0205).rdl,SSRS,rdl,0,0,
73,JOBCODE,,regular,"Data Source=sql-semprahr-prod.database.windows.net;Initial Catalog=sqldb-hrdatamart;Encrypt=True;TrustServerCertificate=True;Authentication=""Active Directory Interactive""",AzureSempra,,,,,,No,,Client Assignment Summary (SD0205).rdl,SSRS,rdl,0,0,
74,JOBTITLE,,regular,"Data Source=sql-semprahr-prod.database.windows.net;Initial Catalog=sqldb-hrdatamart;Encrypt=True;TrustServerCertificate=True;Authentication=""Active Directory Interactive""",AzureSempra,,,,,,No,,Client Assignment Summary (SD0205).rdl,SSRS,rdl,0,0,
75,UnionCode,,regular,"Data Source=sql-semprahr-prod.database.windows.net;Initial Catalog=sqldb-hrdatamart;Encrypt=True;TrustServerCertificate=True;Authentication=""Active Directory Interactive""",AzureSempra,,,,,,No,,Client Assignment Summary (SD0205).rdl,SSRS,rdl,0,0,
76,SCG_ASSOC,SCG ASSOC,regular,"Data Source=sql-semprahr-prod.database.windows.net;Initial Catalog=sqldb-hrdatamart;Encrypt=True;TrustServerCertificate=True;Authentication=""Active Directory Interactive""",AzureSempra,,,,,,No,,Client Assignment Summary (SD0205).rdl,SSRS,rdl,0,0,
77,SCG_MGMT,SCG MGMT,regular,"Data Source=sql-semprahr-prod.database.windows.net;Initial Catalog=sqldb-hrdatamart;Encrypt=True;TrustServerCertificate=True;Authentication=""Active Directory Interactive""",AzureSempra,,,,,,No,,Client Assignment Summary (SD0205).rdl,SSRS,rdl,0,0,
78,SCG_UNION,SCG UNION,regular,"Data Source=sql-semprahr-prod.database.windows.net;Initial Catalog=sqldb-hrdatamart;Encrypt=True;TrustServerCertificate=True;Authentication=""Active Directory Interactive""",AzureSempra,,,,,,No,,Client Assignment Summary (SD0205).rdl,SSRS,rdl,0,0,
79,SDGE_ASSOC,SDGE ASSOC,regular,"Data Source=sql-semprahr-prod.database.windows.net;Initial Catalog=sqldb-hrdatamart;Encrypt=True;TrustServerCertificate=True;Authentication=""Active Directory Interactive""",AzureSempra,,,,,,No,,Client Assignment Summary (SD0205).rdl,SSRS,rdl,0,0,
80,SDGE_MGMT,SDGE MGMT,regular,"Data Source=sql-semprahr-prod.database.windows.net;Initial Catalog=sqldb-hrdatamart;Encrypt=True;TrustServerCertificate=True;Authentication=""Active Directory Interactive""",AzureSempra,,,,,,No,,Client Assignment Summary (SD0205).rdl,SSRS,rdl,0,0,
81,SDGE_UNION,SDGE UNION,regular,"Data Source=sql-semprahr-prod.database.windows.net;Initial Catalog=sqldb-hrdatamart;Encrypt=True;TrustServerCertificate=True;Authentication=""Active Directory Interactive""",AzureSempra,,,,,,No,,Client Assignment Summary (SD0205).rdl,SSRS,rdl,0,0,
82,SDGE_TOTAL,SDGE TOTAL,regular,"Data Source=sql-semprahr-prod.database.windows.net;Initial Catalog=sqldb-hrdatamart;Encrypt=True;TrustServerCertificate=True;Authentication=""Active Directory Interactive""",AzureSempra,,,,,,No,,Client Assignment Summary (SD0205).rdl,SSRS,rdl,0,0,
83,SCG_TOTAL,SCG TOTAL,regular,"Data Source=sql-semprahr-prod.database.windows.net;Initial Catalog=sqldb-hrdatamart;Encrypt=True;TrustServerCertificate=True;Authentication=""Active Directory Interactive""",AzureSempra,,,,,,No,,Client Assignment Summary (SD0205).rdl,SSRS,rdl,0,0,
84,[Dim1 (copy)],Dim2,Table Calculation,Parameters,Parameters,string,measure,"""Business Segment""","""Business Segment""",Success,Yes,FC Month #,WRAP Sales Channel 82.twb,Tableau,twb,0,0,
85,[Dim1 (copy)],Dim2,Table Calculation,Parameters,Parameters,string,measure,"""Business Segment""","""Business Segment""",Success,Yes,FC Month CT,WRAP Sales Channel 82.twb,Tableau,twb,0,0,
86,[Dim1 (copy)],Dim2,Table Calculation,Parameters,Parameters,string,measure,"""Business Segment""","""Business Segment""",Success,Yes,FC Overview Lines,WRAP Sales Channel 82.twb,Tableau,twb,0,0,
87,[Dim1 (copy)],Dim2,Table Calculation,Parameters,Parameters,string,measure,"""Business Segment""","""Business Segment""",Success,Yes,FC and PY Month,WRAP Sales Channel 82.twb,Tableau,twb,0,0,
88,[Dim1 (copy)],Dim2,Table Calculation,Parameters,Parameters,string,measure,"""Business Segment""","""Business Segment""",Success,Yes,Label Actuals,WRAP Sales Channel 82.twb,Tableau,twb,0,0,
89,[Dim1 (copy)],Dim2,Table Calculation,Parameters,Parameters,string,measure,"""Business Segment""","""Business Segment""",Success,Yes,Qty Table,WRAP Sales Channel 82.twb,Tableau,twb,0,0,
90,[Dim1 (copy)],Dim2,Table Calculation,Parameters,Parameters,string,measure,"""Business Segment""","""Business Segment""",Success,Yes,SC Arrows,WRAP Sales Channel 82.twb,Tableau,twb,0,0,
91,[Dim1 (copy)],Dim2,Table Calculation,Parameters,Parameters,string,measure,"""Business Segment""","""Business Segment""",Success,Yes,SC Information,WRAP Sales Channel 82.twb,Tableau,twb,0,0,
92,[Dim1 (copy)],Dim2,Table Calculation,Parameters,Parameters,string,measure,"""Business Segment""","""Business Segment""",Success,Yes,SC Months,WRAP Sales Channel 82.twb,Tableau,twb,0,0,
93,[Dim1 (copy)],Dim2,Table Calculation,Parameters,Parameters,string,measure,"""Business Segment""","""Business Segment""",Success,Yes,SC Scatter,WRAP Sales Channel 82.twb,Tableau,twb,0,0,
94,[Dim1 (copy)],Dim2,Table Calculation,Parameters,Parameters,string,measure,"""Business Segment""","""Business Segment""",Success,Yes,SC Sidebar,WRAP Sales Channel 82.twb,Tableau,twb,0,0,
95,[Dim1 (copy)],Dim2,Table Calculation,Parameters,Parameters,string,measure,"""Business Segment""","""Business Segment""",Success,Yes,SC Table,WRAP Sales Channel 82.twb,Tableau,twb,0,0,
96,[Dim1 (copy)],Dim2,Table Calculation,Parameters,Parameters,string,measure,"""Business Segment""","""Business Segment""",Success,Yes,Sales vs Select,WRAP Sales Channel 82.twb,Tableau,twb,0,0,
97,[Dim1 (copy)],Dim2,Table Calculation,Parameters,Parameters,string,measure,"""Business Segment""","""Business Segment""",Success,Yes,Scatter,WRAP Sales Channel 82.twb,Tableau,twb,0,0,
98,[Dim1 (copy)],Dim2,Table Calculation,Parameters,Parameters,string,measure,"""Business Segment""","""Business Segment""",Success,Yes,Top Accounts,WRAP Sales Channel 82.twb,Tableau,twb,0,0,
99,[Dim1 (copy)],Dim2,Table Calculation,Parameters,Parameters,string,measure,"""Business Segment""","""Business Segment""",Success,Yes,Top dim Tree,WRAP Sales Channel 82.twb,Tableau,twb,0,0,
100,[Dim1 (copy)],Dim2,Table Calculation,Parameters,Parameters,string,measure,"""Business Segment""","""Business Segment""",Success,Yes,TreeMap $,WRAP Sales Channel 82.twb,Tableau,twb,0,0,
101,[Dim1 (copy)],Dim2,Table Calculation,Parameters,Parameters,string,measure,"""Business Segment""","""Business Segment""",Success,Yes,Units Overview Lines,WRAP Sales Channel 82.twb,Tableau,twb,0,0,
102,[Parameter 1],Top N,Table Calculation,Parameters,Parameters,integer,measure,200,200,Success,No,,WRAP Sales Channel 82.twb,Tableau,twb,0,0,
