Column ID,Column Name,Column Alias,Field Type,Connection Name,Connection Alias,datatype,role,Calculation Formula,Original Calculation,Calc Clean Status,Field Used in Worksheets,Worksheet Name,File Name,Tool,File Type,Parameter Count,Relationship Count,Extraction Errors
548,[PY_Invoice_$],PY Invoice $,Aggregated Measure,usporamap125.am.adsint.biz,vw_E2E_Forecasts_Actuals_Comparison on ADI_USER_MAINTAINED,real,measure,,,No Calculation,Yes,SC Months,WRAP Sales Channel 82.twb,Tableau,twb,0,0,
549,[PY_Invoice_$],PY Invoice $,Aggregated Measure,usporamap125.am.adsint.biz,vw_E2E_Forecasts_Actuals_Comparison on ADI_USER_MAINTAINED,real,measure,,,No Calculation,Yes,SC Scatter,WRAP Sales Channel 82.twb,Tableau,twb,0,0,
550,[PY_Invoice_$],PY Invoice $,Aggregated Measure,usporamap125.am.adsint.biz,vw_E2E_Forecasts_Actuals_Comparison on ADI_USER_MAINTAINED,real,measure,,,No Calculation,Yes,SC Sidebar,WRAP Sales Channel 82.twb,Tableau,twb,0,0,
551,[PY_Invoice_$],PY Invoice $,Aggregated Measure,usporamap125.am.adsint.biz,vw_E2E_Forecasts_Actuals_Comparison on ADI_USER_MAINTAINED,real,measure,,,No Calculation,Yes,SC Table,WRAP Sales Channel 82.twb,Tableau,twb,0,0,
552,[PY_Invoice_$],PY Invoice $,Aggregated Measure,usporamap125.am.adsint.biz,vw_E2E_Forecasts_Actuals_Comparison on ADI_USER_MAINTAINED,real,measure,,,No Calculation,Yes,Sales vs Select,WRAP Sales Channel 82.twb,Tableau,twb,0,0,
553,[PY_Invoice_$],PY Invoice $,Aggregated Measure,usporamap125.am.adsint.biz,vw_E2E_Forecasts_Actuals_Comparison on ADI_USER_MAINTAINED,real,measure,,,No Calculation,Yes,Scatter,WRAP Sales Channel 82.twb,Tableau,twb,0,0,
554,[PY_Invoice_$],PY Invoice $,Aggregated Measure,usporamap125.am.adsint.biz,vw_E2E_Forecasts_Actuals_Comparison on ADI_USER_MAINTAINED,real,measure,,,No Calculation,Yes,Top Accounts,WRAP Sales Channel 82.twb,Tableau,twb,0,0,
555,[PY_Invoice_$],PY Invoice $,Aggregated Measure,usporamap125.am.adsint.biz,vw_E2E_Forecasts_Actuals_Comparison on ADI_USER_MAINTAINED,real,measure,,,No Calculation,Yes,TreeMap $,WRAP Sales Channel 82.twb,Tableau,twb,0,0,
556,[PY_Invoice_$],PY Invoice $,Aggregated Measure,usporamap125.am.adsint.biz,vw_E2E_Forecasts_Actuals_Comparison on ADI_USER_MAINTAINED,real,measure,,,No Calculation,Yes,Unit Summary,WRAP Sales Channel 82.twb,Tableau,twb,0,0,
557,[PY_Qty],PY Qty,Aggregated Measure,usporamap125.am.adsint.biz,vw_E2E_Forecasts_Actuals_Comparison on ADI_USER_MAINTAINED,real,measure,,,No Calculation,Yes,Article Detail,WRAP Sales Channel 82.twb,Tableau,twb,0,0,
558,[PY_Qty],PY Qty,Aggregated Measure,usporamap125.am.adsint.biz,vw_E2E_Forecasts_Actuals_Comparison on ADI_USER_MAINTAINED,real,measure,,,No Calculation,Yes,FC Month #,WRAP Sales Channel 82.twb,Tableau,twb,0,0,
559,[PY_Qty],PY Qty,Aggregated Measure,usporamap125.am.adsint.biz,vw_E2E_Forecasts_Actuals_Comparison on ADI_USER_MAINTAINED,real,measure,,,No Calculation,Yes,Qty Table,WRAP Sales Channel 82.twb,Tableau,twb,0,0,
560,[PY_Qty],PY Qty,Aggregated Measure,usporamap125.am.adsint.biz,vw_E2E_Forecasts_Actuals_Comparison on ADI_USER_MAINTAINED,real,measure,,,No Calculation,Yes,Top dim Tree,WRAP Sales Channel 82.twb,Tableau,twb,0,0,
561,[PY_Qty],PY Qty,Aggregated Measure,usporamap125.am.adsint.biz,vw_E2E_Forecasts_Actuals_Comparison on ADI_USER_MAINTAINED,real,measure,,,No Calculation,Yes,Unit Summary,WRAP Sales Channel 82.twb,Tableau,twb,0,0,
562,[PY_Qty],PY Qty,Aggregated Measure,usporamap125.am.adsint.biz,vw_E2E_Forecasts_Actuals_Comparison on ADI_USER_MAINTAINED,real,measure,,,No Calculation,Yes,Units Overview Lines,WRAP Sales Channel 82.twb,Tableau,twb,0,0,
563,[Period],[Period],Dimension,usporamap125.am.adsint.biz,vw_E2E_Forecasts_Actuals_Comparison on ADI_USER_MAINTAINED,string,dimension,,,No Calculation,No,,WRAP Sales Channel 82.twb,Tableau,twb,0,0,
564,[Period_As_Date],[Period_As_Date],Dimension,usporamap125.am.adsint.biz,vw_E2E_Forecasts_Actuals_Comparison on ADI_USER_MAINTAINED,date,dimension,,,No Calculation,Yes,Article Detail,WRAP Sales Channel 82.twb,Tableau,twb,0,0,
565,[Period_As_Date],[Period_As_Date],Dimension,usporamap125.am.adsint.biz,vw_E2E_Forecasts_Actuals_Comparison on ADI_USER_MAINTAINED,date,dimension,,,No Calculation,Yes,Dollar Summary,WRAP Sales Channel 82.twb,Tableau,twb,0,0,
566,[Period_As_Date],[Period_As_Date],Dimension,usporamap125.am.adsint.biz,vw_E2E_Forecasts_Actuals_Comparison on ADI_USER_MAINTAINED,date,dimension,,,No Calculation,Yes,FC Month #,WRAP Sales Channel 82.twb,Tableau,twb,0,0,
567,[Period_As_Date],[Period_As_Date],Dimension,usporamap125.am.adsint.biz,vw_E2E_Forecasts_Actuals_Comparison on ADI_USER_MAINTAINED,date,dimension,,,No Calculation,Yes,FC Month CT,WRAP Sales Channel 82.twb,Tableau,twb,0,0,
568,[Period_As_Date],[Period_As_Date],Dimension,usporamap125.am.adsint.biz,vw_E2E_Forecasts_Actuals_Comparison on ADI_USER_MAINTAINED,date,dimension,,,No Calculation,Yes,FC Overview Lines,WRAP Sales Channel 82.twb,Tableau,twb,0,0,
569,[Period_As_Date],[Period_As_Date],Dimension,usporamap125.am.adsint.biz,vw_E2E_Forecasts_Actuals_Comparison on ADI_USER_MAINTAINED,date,dimension,,,No Calculation,Yes,FC and PY Month,WRAP Sales Channel 82.twb,Tableau,twb,0,0,
570,[Period_As_Date],[Period_As_Date],Dimension,usporamap125.am.adsint.biz,vw_E2E_Forecasts_Actuals_Comparison on ADI_USER_MAINTAINED,date,dimension,,,No Calculation,Yes,Label Actuals,WRAP Sales Channel 82.twb,Tableau,twb,0,0,
571,[Period_As_Date],[Period_As_Date],Dimension,usporamap125.am.adsint.biz,vw_E2E_Forecasts_Actuals_Comparison on ADI_USER_MAINTAINED,date,dimension,,,No Calculation,Yes,Qty Table,WRAP Sales Channel 82.twb,Tableau,twb,0,0,
572,[Period_As_Date],[Period_As_Date],Dimension,usporamap125.am.adsint.biz,vw_E2E_Forecasts_Actuals_Comparison on ADI_USER_MAINTAINED,date,dimension,,,No Calculation,Yes,SC Arrows,WRAP Sales Channel 82.twb,Tableau,twb,0,0,
573,[Period_As_Date],[Period_As_Date],Dimension,usporamap125.am.adsint.biz,vw_E2E_Forecasts_Actuals_Comparison on ADI_USER_MAINTAINED,date,dimension,,,No Calculation,Yes,SC Months,WRAP Sales Channel 82.twb,Tableau,twb,0,0,
574,[Period_As_Date],[Period_As_Date],Dimension,usporamap125.am.adsint.biz,vw_E2E_Forecasts_Actuals_Comparison on ADI_USER_MAINTAINED,date,dimension,,,No Calculation,Yes,SC Scatter,WRAP Sales Channel 82.twb,Tableau,twb,0,0,
575,[Period_As_Date],[Period_As_Date],Dimension,usporamap125.am.adsint.biz,vw_E2E_Forecasts_Actuals_Comparison on ADI_USER_MAINTAINED,date,dimension,,,No Calculation,Yes,SC Sidebar,WRAP Sales Channel 82.twb,Tableau,twb,0,0,
576,[Period_As_Date],[Period_As_Date],Dimension,usporamap125.am.adsint.biz,vw_E2E_Forecasts_Actuals_Comparison on ADI_USER_MAINTAINED,date,dimension,,,No Calculation,Yes,SC Table,WRAP Sales Channel 82.twb,Tableau,twb,0,0,
577,[Period_As_Date],[Period_As_Date],Dimension,usporamap125.am.adsint.biz,vw_E2E_Forecasts_Actuals_Comparison on ADI_USER_MAINTAINED,date,dimension,,,No Calculation,Yes,Sales vs Select,WRAP Sales Channel 82.twb,Tableau,twb,0,0,
578,[Period_As_Date],[Period_As_Date],Dimension,usporamap125.am.adsint.biz,vw_E2E_Forecasts_Actuals_Comparison on ADI_USER_MAINTAINED,date,dimension,,,No Calculation,Yes,Scatter,WRAP Sales Channel 82.twb,Tableau,twb,0,0,
579,[Period_As_Date],[Period_As_Date],Dimension,usporamap125.am.adsint.biz,vw_E2E_Forecasts_Actuals_Comparison on ADI_USER_MAINTAINED,date,dimension,,,No Calculation,Yes,Top Accounts,WRAP Sales Channel 82.twb,Tableau,twb,0,0,
580,[Period_As_Date],[Period_As_Date],Dimension,usporamap125.am.adsint.biz,vw_E2E_Forecasts_Actuals_Comparison on ADI_USER_MAINTAINED,date,dimension,,,No Calculation,Yes,Top dim Tree,WRAP Sales Channel 82.twb,Tableau,twb,0,0,
581,[Period_As_Date],[Period_As_Date],Dimension,usporamap125.am.adsint.biz,vw_E2E_Forecasts_Actuals_Comparison on ADI_USER_MAINTAINED,date,dimension,,,No Calculation,Yes,TreeMap $,WRAP Sales Channel 82.twb,Tableau,twb,0,0,
582,[Period_As_Date],[Period_As_Date],Dimension,usporamap125.am.adsint.biz,vw_E2E_Forecasts_Actuals_Comparison on ADI_USER_MAINTAINED,date,dimension,,,No Calculation,Yes,Unit Summary,WRAP Sales Channel 82.twb,Tableau,twb,0,0,
583,[Period_As_Date],[Period_As_Date],Dimension,usporamap125.am.adsint.biz,vw_E2E_Forecasts_Actuals_Comparison on ADI_USER_MAINTAINED,date,dimension,,,No Calculation,Yes,Units Overview Lines,WRAP Sales Channel 82.twb,Tableau,twb,0,0,
584,[Priority_Launch_Date],Priority Launch Date,Dimension,usporamap125.am.adsint.biz,vw_E2E_Forecasts_Actuals_Comparison on ADI_USER_MAINTAINED,string,dimension,,,No Calculation,No,,WRAP Sales Channel 82.twb,Tableau,twb,0,0,
585,[Product_Division],Product Division,Dimension,usporamap125.am.adsint.biz,vw_E2E_Forecasts_Actuals_Comparison on ADI_USER_MAINTAINED,string,dimension,,,No Calculation,Yes,Dollar Summary,WRAP Sales Channel 82.twb,Tableau,twb,0,0,
586,[Product_Division],Product Division,Dimension,usporamap125.am.adsint.biz,vw_E2E_Forecasts_Actuals_Comparison on ADI_USER_MAINTAINED,string,dimension,,,No Calculation,Yes,FC Month #,WRAP Sales Channel 82.twb,Tableau,twb,0,0,
587,[Product_Division],Product Division,Dimension,usporamap125.am.adsint.biz,vw_E2E_Forecasts_Actuals_Comparison on ADI_USER_MAINTAINED,string,dimension,,,No Calculation,Yes,FC Month CT,WRAP Sales Channel 82.twb,Tableau,twb,0,0,
588,[Product_Division],Product Division,Dimension,usporamap125.am.adsint.biz,vw_E2E_Forecasts_Actuals_Comparison on ADI_USER_MAINTAINED,string,dimension,,,No Calculation,Yes,FC Overview Lines,WRAP Sales Channel 82.twb,Tableau,twb,0,0,
589,[Product_Division],Product Division,Dimension,usporamap125.am.adsint.biz,vw_E2E_Forecasts_Actuals_Comparison on ADI_USER_MAINTAINED,string,dimension,,,No Calculation,Yes,FC and PY Month,WRAP Sales Channel 82.twb,Tableau,twb,0,0,
590,[Product_Division],Product Division,Dimension,usporamap125.am.adsint.biz,vw_E2E_Forecasts_Actuals_Comparison on ADI_USER_MAINTAINED,string,dimension,,,No Calculation,Yes,Label Actuals,WRAP Sales Channel 82.twb,Tableau,twb,0,0,
591,[Product_Division],Product Division,Dimension,usporamap125.am.adsint.biz,vw_E2E_Forecasts_Actuals_Comparison on ADI_USER_MAINTAINED,string,dimension,,,No Calculation,Yes,Qty Table,WRAP Sales Channel 82.twb,Tableau,twb,0,0,
592,[Product_Division],Product Division,Dimension,usporamap125.am.adsint.biz,vw_E2E_Forecasts_Actuals_Comparison on ADI_USER_MAINTAINED,string,dimension,,,No Calculation,Yes,SC Arrows,WRAP Sales Channel 82.twb,Tableau,twb,0,0,
593,[Product_Division],Product Division,Dimension,usporamap125.am.adsint.biz,vw_E2E_Forecasts_Actuals_Comparison on ADI_USER_MAINTAINED,string,dimension,,,No Calculation,Yes,SC Information,WRAP Sales Channel 82.twb,Tableau,twb,0,0,
594,[Product_Division],Product Division,Dimension,usporamap125.am.adsint.biz,vw_E2E_Forecasts_Actuals_Comparison on ADI_USER_MAINTAINED,string,dimension,,,No Calculation,Yes,SC Months,WRAP Sales Channel 82.twb,Tableau,twb,0,0,
595,[Product_Division],Product Division,Dimension,usporamap125.am.adsint.biz,vw_E2E_Forecasts_Actuals_Comparison on ADI_USER_MAINTAINED,string,dimension,,,No Calculation,Yes,SC Scatter,WRAP Sales Channel 82.twb,Tableau,twb,0,0,
596,[Product_Division],Product Division,Dimension,usporamap125.am.adsint.biz,vw_E2E_Forecasts_Actuals_Comparison on ADI_USER_MAINTAINED,string,dimension,,,No Calculation,Yes,SC Sidebar,WRAP Sales Channel 82.twb,Tableau,twb,0,0,
597,[Product_Division],Product Division,Dimension,usporamap125.am.adsint.biz,vw_E2E_Forecasts_Actuals_Comparison on ADI_USER_MAINTAINED,string,dimension,,,No Calculation,Yes,SC Table,WRAP Sales Channel 82.twb,Tableau,twb,0,0,
598,[Product_Division],Product Division,Dimension,usporamap125.am.adsint.biz,vw_E2E_Forecasts_Actuals_Comparison on ADI_USER_MAINTAINED,string,dimension,,,No Calculation,Yes,Sales vs Select,WRAP Sales Channel 82.twb,Tableau,twb,0,0,
599,[Product_Division],Product Division,Dimension,usporamap125.am.adsint.biz,vw_E2E_Forecasts_Actuals_Comparison on ADI_USER_MAINTAINED,string,dimension,,,No Calculation,Yes,Scatter,WRAP Sales Channel 82.twb,Tableau,twb,0,0,
600,[Product_Division],Product Division,Dimension,usporamap125.am.adsint.biz,vw_E2E_Forecasts_Actuals_Comparison on ADI_USER_MAINTAINED,string,dimension,,,No Calculation,Yes,Top Accounts,WRAP Sales Channel 82.twb,Tableau,twb,0,0,
601,[Product_Division],Product Division,Dimension,usporamap125.am.adsint.biz,vw_E2E_Forecasts_Actuals_Comparison on ADI_USER_MAINTAINED,string,dimension,,,No Calculation,Yes,Top dim Tree,WRAP Sales Channel 82.twb,Tableau,twb,0,0,
602,[Product_Division],Product Division,Dimension,usporamap125.am.adsint.biz,vw_E2E_Forecasts_Actuals_Comparison on ADI_USER_MAINTAINED,string,dimension,,,No Calculation,Yes,TreeMap $,WRAP Sales Channel 82.twb,Tableau,twb,0,0,
603,[Product_Division],Product Division,Dimension,usporamap125.am.adsint.biz,vw_E2E_Forecasts_Actuals_Comparison on ADI_USER_MAINTAINED,string,dimension,,,No Calculation,Yes,Unit Summary,WRAP Sales Channel 82.twb,Tableau,twb,0,0,
604,[Product_Division],Product Division,Dimension,usporamap125.am.adsint.biz,vw_E2E_Forecasts_Actuals_Comparison on ADI_USER_MAINTAINED,string,dimension,,,No Calculation,Yes,Units Overview Lines,WRAP Sales Channel 82.twb,Tableau,twb,0,0,
605,[Range_Type],Range Type,Dimension,usporamap125.am.adsint.biz,vw_E2E_Forecasts_Actuals_Comparison on ADI_USER_MAINTAINED,string,dimension,,,No Calculation,No,,WRAP Sales Channel 82.twb,Tableau,twb,0,0,
606,[Rep],[Rep],Dimension,usporamap125.am.adsint.biz,vw_E2E_Forecasts_Actuals_Comparison on ADI_USER_MAINTAINED,string,dimension,,,No Calculation,Yes,Article Detail,WRAP Sales Channel 82.twb,Tableau,twb,0,0,
607,[Rep],[Rep],Dimension,usporamap125.am.adsint.biz,vw_E2E_Forecasts_Actuals_Comparison on ADI_USER_MAINTAINED,string,dimension,,,No Calculation,Yes,Dollar Summary,WRAP Sales Channel 82.twb,Tableau,twb,0,0,
608,[Rep],[Rep],Dimension,usporamap125.am.adsint.biz,vw_E2E_Forecasts_Actuals_Comparison on ADI_USER_MAINTAINED,string,dimension,,,No Calculation,Yes,FC Month #,WRAP Sales Channel 82.twb,Tableau,twb,0,0,
609,[Rep],[Rep],Dimension,usporamap125.am.adsint.biz,vw_E2E_Forecasts_Actuals_Comparison on ADI_USER_MAINTAINED,string,dimension,,,No Calculation,Yes,FC Month CT,WRAP Sales Channel 82.twb,Tableau,twb,0,0,
610,[Rep],[Rep],Dimension,usporamap125.am.adsint.biz,vw_E2E_Forecasts_Actuals_Comparison on ADI_USER_MAINTAINED,string,dimension,,,No Calculation,Yes,FC Overview Lines,WRAP Sales Channel 82.twb,Tableau,twb,0,0,
611,[Rep],[Rep],Dimension,usporamap125.am.adsint.biz,vw_E2E_Forecasts_Actuals_Comparison on ADI_USER_MAINTAINED,string,dimension,,,No Calculation,Yes,FC and PY Month,WRAP Sales Channel 82.twb,Tableau,twb,0,0,
612,[Rep],[Rep],Dimension,usporamap125.am.adsint.biz,vw_E2E_Forecasts_Actuals_Comparison on ADI_USER_MAINTAINED,string,dimension,,,No Calculation,Yes,Label Actuals,WRAP Sales Channel 82.twb,Tableau,twb,0,0,
613,[Rep],[Rep],Dimension,usporamap125.am.adsint.biz,vw_E2E_Forecasts_Actuals_Comparison on ADI_USER_MAINTAINED,string,dimension,,,No Calculation,Yes,Qty Table,WRAP Sales Channel 82.twb,Tableau,twb,0,0,
614,[Rep],[Rep],Dimension,usporamap125.am.adsint.biz,vw_E2E_Forecasts_Actuals_Comparison on ADI_USER_MAINTAINED,string,dimension,,,No Calculation,Yes,SC Arrows,WRAP Sales Channel 82.twb,Tableau,twb,0,0,
615,[Rep],[Rep],Dimension,usporamap125.am.adsint.biz,vw_E2E_Forecasts_Actuals_Comparison on ADI_USER_MAINTAINED,string,dimension,,,No Calculation,Yes,SC Information,WRAP Sales Channel 82.twb,Tableau,twb,0,0,
616,[Rep],[Rep],Dimension,usporamap125.am.adsint.biz,vw_E2E_Forecasts_Actuals_Comparison on ADI_USER_MAINTAINED,string,dimension,,,No Calculation,Yes,SC Months,WRAP Sales Channel 82.twb,Tableau,twb,0,0,
617,[Rep],[Rep],Dimension,usporamap125.am.adsint.biz,vw_E2E_Forecasts_Actuals_Comparison on ADI_USER_MAINTAINED,string,dimension,,,No Calculation,Yes,SC Scatter,WRAP Sales Channel 82.twb,Tableau,twb,0,0,
618,[Rep],[Rep],Dimension,usporamap125.am.adsint.biz,vw_E2E_Forecasts_Actuals_Comparison on ADI_USER_MAINTAINED,string,dimension,,,No Calculation,Yes,SC Sidebar,WRAP Sales Channel 82.twb,Tableau,twb,0,0,
619,[Rep],[Rep],Dimension,usporamap125.am.adsint.biz,vw_E2E_Forecasts_Actuals_Comparison on ADI_USER_MAINTAINED,string,dimension,,,No Calculation,Yes,SC Table,WRAP Sales Channel 82.twb,Tableau,twb,0,0,
620,[Rep],[Rep],Dimension,usporamap125.am.adsint.biz,vw_E2E_Forecasts_Actuals_Comparison on ADI_USER_MAINTAINED,string,dimension,,,No Calculation,Yes,Sales vs Select,WRAP Sales Channel 82.twb,Tableau,twb,0,0,
621,[Rep],[Rep],Dimension,usporamap125.am.adsint.biz,vw_E2E_Forecasts_Actuals_Comparison on ADI_USER_MAINTAINED,string,dimension,,,No Calculation,Yes,Scatter,WRAP Sales Channel 82.twb,Tableau,twb,0,0,
622,[Rep],[Rep],Dimension,usporamap125.am.adsint.biz,vw_E2E_Forecasts_Actuals_Comparison on ADI_USER_MAINTAINED,string,dimension,,,No Calculation,Yes,Top Accounts,WRAP Sales Channel 82.twb,Tableau,twb,0,0,
623,[Rep],[Rep],Dimension,usporamap125.am.adsint.biz,vw_E2E_Forecasts_Actuals_Comparison on ADI_USER_MAINTAINED,string,dimension,,,No Calculation,Yes,Top dim Tree,WRAP Sales Channel 82.twb,Tableau,twb,0,0,
624,[Rep],[Rep],Dimension,usporamap125.am.adsint.biz,vw_E2E_Forecasts_Actuals_Comparison on ADI_USER_MAINTAINED,string,dimension,,,No Calculation,Yes,TreeMap $,WRAP Sales Channel 82.twb,Tableau,twb,0,0,
625,[Rep],[Rep],Dimension,usporamap125.am.adsint.biz,vw_E2E_Forecasts_Actuals_Comparison on ADI_USER_MAINTAINED,string,dimension,,,No Calculation,Yes,Unit Summary,WRAP Sales Channel 82.twb,Tableau,twb,0,0,
626,[Rep],[Rep],Dimension,usporamap125.am.adsint.biz,vw_E2E_Forecasts_Actuals_Comparison on ADI_USER_MAINTAINED,string,dimension,,,No Calculation,Yes,Units Overview Lines,WRAP Sales Channel 82.twb,Tableau,twb,0,0,
627,[Replenishment_Model],[Replenishment_Model],Dimension,usporamap125.am.adsint.biz,vw_E2E_Forecasts_Actuals_Comparison on ADI_USER_MAINTAINED,string,dimension,,,No Calculation,No,,WRAP Sales Channel 82.twb,Tableau,twb,0,0,
628,[Retail_Exit],Retail Exit,Dimension,usporamap125.am.adsint.biz,vw_E2E_Forecasts_Actuals_Comparison on ADI_USER_MAINTAINED,string,dimension,,,No Calculation,No,,WRAP Sales Channel 82.twb,Tableau,twb,0,0,
629,[Retail_Intro],Retail Intro,Dimension,usporamap125.am.adsint.biz,vw_E2E_Forecasts_Actuals_Comparison on ADI_USER_MAINTAINED,datetime,dimension,,,No Calculation,No,,WRAP Sales Channel 82.twb,Tableau,twb,0,0,
630,[Retail_Price],Retail Price,Dimension,usporamap125.am.adsint.biz,vw_E2E_Forecasts_Actuals_Comparison on ADI_USER_MAINTAINED,real,dimension,,,No Calculation,No,,WRAP Sales Channel 82.twb,Tableau,twb,0,0,
631,[SO_RDP_Qty],[SO_RDP_Qty],Aggregated Measure,usporamap125.am.adsint.biz,vw_E2E_Forecasts_Actuals_Comparison on ADI_USER_MAINTAINED,integer,measure,,,No Calculation,No,,WRAP Sales Channel 82.twb,Tableau,twb,0,0,
632,[Sales_Channel],Sales Channel,Dimension,usporamap125.am.adsint.biz,vw_E2E_Forecasts_Actuals_Comparison on ADI_USER_MAINTAINED,string,dimension,,,No Calculation,Yes,FC Month #,WRAP Sales Channel 82.twb,Tableau,twb,0,0,
633,[Sales_Channel],Sales Channel,Dimension,usporamap125.am.adsint.biz,vw_E2E_Forecasts_Actuals_Comparison on ADI_USER_MAINTAINED,string,dimension,,,No Calculation,Yes,FC Month CT,WRAP Sales Channel 82.twb,Tableau,twb,0,0,
634,[Sales_Channel],Sales Channel,Dimension,usporamap125.am.adsint.biz,vw_E2E_Forecasts_Actuals_Comparison on ADI_USER_MAINTAINED,string,dimension,,,No Calculation,Yes,FC Overview Lines,WRAP Sales Channel 82.twb,Tableau,twb,0,0,
635,[Sales_Channel],Sales Channel,Dimension,usporamap125.am.adsint.biz,vw_E2E_Forecasts_Actuals_Comparison on ADI_USER_MAINTAINED,string,dimension,,,No Calculation,Yes,FC and PY Month,WRAP Sales Channel 82.twb,Tableau,twb,0,0,
636,[Sales_Channel],Sales Channel,Dimension,usporamap125.am.adsint.biz,vw_E2E_Forecasts_Actuals_Comparison on ADI_USER_MAINTAINED,string,dimension,,,No Calculation,Yes,Label Actuals,WRAP Sales Channel 82.twb,Tableau,twb,0,0,
637,[Sales_Channel],Sales Channel,Dimension,usporamap125.am.adsint.biz,vw_E2E_Forecasts_Actuals_Comparison on ADI_USER_MAINTAINED,string,dimension,,,No Calculation,Yes,Qty Table,WRAP Sales Channel 82.twb,Tableau,twb,0,0,
638,[Sales_Channel],Sales Channel,Dimension,usporamap125.am.adsint.biz,vw_E2E_Forecasts_Actuals_Comparison on ADI_USER_MAINTAINED,string,dimension,,,No Calculation,Yes,SC Arrows,WRAP Sales Channel 82.twb,Tableau,twb,0,0,
639,[Sales_Channel],Sales Channel,Dimension,usporamap125.am.adsint.biz,vw_E2E_Forecasts_Actuals_Comparison on ADI_USER_MAINTAINED,string,dimension,,,No Calculation,Yes,SC Information,WRAP Sales Channel 82.twb,Tableau,twb,0,0,
640,[Sales_Channel],Sales Channel,Dimension,usporamap125.am.adsint.biz,vw_E2E_Forecasts_Actuals_Comparison on ADI_USER_MAINTAINED,string,dimension,,,No Calculation,Yes,SC Months,WRAP Sales Channel 82.twb,Tableau,twb,0,0,
641,[Sales_Channel],Sales Channel,Dimension,usporamap125.am.adsint.biz,vw_E2E_Forecasts_Actuals_Comparison on ADI_USER_MAINTAINED,string,dimension,,,No Calculation,Yes,SC Scatter,WRAP Sales Channel 82.twb,Tableau,twb,0,0,
642,[Sales_Channel],Sales Channel,Dimension,usporamap125.am.adsint.biz,vw_E2E_Forecasts_Actuals_Comparison on ADI_USER_MAINTAINED,string,dimension,,,No Calculation,Yes,SC Sidebar,WRAP Sales Channel 82.twb,Tableau,twb,0,0,
643,[Sales_Channel],Sales Channel,Dimension,usporamap125.am.adsint.biz,vw_E2E_Forecasts_Actuals_Comparison on ADI_USER_MAINTAINED,string,dimension,,,No Calculation,Yes,SC Table,WRAP Sales Channel 82.twb,Tableau,twb,0,0,
644,[Sales_Channel],Sales Channel,Dimension,usporamap125.am.adsint.biz,vw_E2E_Forecasts_Actuals_Comparison on ADI_USER_MAINTAINED,string,dimension,,,No Calculation,Yes,Sales vs Select,WRAP Sales Channel 82.twb,Tableau,twb,0,0,
645,[Sales_Channel],Sales Channel,Dimension,usporamap125.am.adsint.biz,vw_E2E_Forecasts_Actuals_Comparison on ADI_USER_MAINTAINED,string,dimension,,,No Calculation,Yes,Scatter,WRAP Sales Channel 82.twb,Tableau,twb,0,0,
646,[Sales_Channel],Sales Channel,Dimension,usporamap125.am.adsint.biz,vw_E2E_Forecasts_Actuals_Comparison on ADI_USER_MAINTAINED,string,dimension,,,No Calculation,Yes,Top Accounts,WRAP Sales Channel 82.twb,Tableau,twb,0,0,
647,[Sales_Channel],Sales Channel,Dimension,usporamap125.am.adsint.biz,vw_E2E_Forecasts_Actuals_Comparison on ADI_USER_MAINTAINED,string,dimension,,,No Calculation,Yes,Top dim Tree,WRAP Sales Channel 82.twb,Tableau,twb,0,0,
648,[Sales_Channel],Sales Channel,Dimension,usporamap125.am.adsint.biz,vw_E2E_Forecasts_Actuals_Comparison on ADI_USER_MAINTAINED,string,dimension,,,No Calculation,Yes,TreeMap $,WRAP Sales Channel 82.twb,Tableau,twb,0,0,
649,[Sales_Channel],Sales Channel,Dimension,usporamap125.am.adsint.biz,vw_E2E_Forecasts_Actuals_Comparison on ADI_USER_MAINTAINED,string,dimension,,,No Calculation,Yes,Units Overview Lines,WRAP Sales Channel 82.twb,Tableau,twb,0,0,
650,[Sales_Office],Sales Office,Dimension,usporamap125.am.adsint.biz,vw_E2E_Forecasts_Actuals_Comparison on ADI_USER_MAINTAINED,string,dimension,,,No Calculation,Yes,FC Month #,WRAP Sales Channel 82.twb,Tableau,twb,0,0,
651,[Sales_Office],Sales Office,Dimension,usporamap125.am.adsint.biz,vw_E2E_Forecasts_Actuals_Comparison on ADI_USER_MAINTAINED,string,dimension,,,No Calculation,Yes,FC Month CT,WRAP Sales Channel 82.twb,Tableau,twb,0,0,
652,[Sales_Office],Sales Office,Dimension,usporamap125.am.adsint.biz,vw_E2E_Forecasts_Actuals_Comparison on ADI_USER_MAINTAINED,string,dimension,,,No Calculation,Yes,FC Overview Lines,WRAP Sales Channel 82.twb,Tableau,twb,0,0,
653,[Sales_Office],Sales Office,Dimension,usporamap125.am.adsint.biz,vw_E2E_Forecasts_Actuals_Comparison on ADI_USER_MAINTAINED,string,dimension,,,No Calculation,Yes,FC and PY Month,WRAP Sales Channel 82.twb,Tableau,twb,0,0,
654,[Sales_Office],Sales Office,Dimension,usporamap125.am.adsint.biz,vw_E2E_Forecasts_Actuals_Comparison on ADI_USER_MAINTAINED,string,dimension,,,No Calculation,Yes,Label Actuals,WRAP Sales Channel 82.twb,Tableau,twb,0,0,
655,[Sales_Office],Sales Office,Dimension,usporamap125.am.adsint.biz,vw_E2E_Forecasts_Actuals_Comparison on ADI_USER_MAINTAINED,string,dimension,,,No Calculation,Yes,Qty Table,WRAP Sales Channel 82.twb,Tableau,twb,0,0,
